user_id,music_id,rating
34,62,1
87,12,1
20,112,1
48,29,1
71,100,1
81,62,1
38,21,1
12,117,1
35,55,1
91,6,1
88,16,1
44,39,1
95,29,1
3,84,1
69,145,1
97,69,1
30,143,1
52,81,1
43,78,1
39,133,1
56,23,1
77,39,1
60,58,1
85,147,1
16,14,1
14,86,1
76,96,1
11,67,1
64,140,1
93,124,1
25,134,1
58,86,1
61,36,1
74,27,1
53,42,1
21,72,1
38,84,1
47,114,1
31,51,1
25,20,1
11,139,1
34,36,1
48,83,1
66,59,1
76,11,1
12,47,1
87,67,1
91,93,1
36,35,1
64,92,1
70,83,1
39,84,1
76,124,1
13,23,1
16,62,1
28,37,1
26,36,1
32,127,1
73,85,1
44,17,1
44,99,1
78,74,1
44,54,1
38,120,1
13,114,1
8,92,1
59,118,1
25,140,1
93,15,1
19,128,1
98,28,1
51,97,1
10,118,1
50,121,1
94,22,1
30,116,1
77,8,1
65,99,1
47,63,1
43,142,1
56,107,1
7,11,1
32,31,1
55,58,1
96,111,1
46,90,1
2,116,1
98,149,1
98,58,1
80,43,1
13,139,1
72,46,1
45,140,1
35,130,1
17,95,1
28,99,1
25,127,1
43,87,1
33,82,1
64,38,1
46,108,1
33,26,1
23,109,1
99,137,1
82,51,1
93,23,1
71,6,1
74,2,1
73,100,1
74,80,1
14,119,1
73,134,1
22,132,1
64,85,1
61,85,1
21,62,1
26,73,1
84,21,1
6,55,1
72,64,1
53,59,1
98,128,1
81,100,1
67,28,1
97,126,1
30,102,1
60,36,1
1,9,1
66,52,1
37,149,1
69,97,1
65,143,1
60,95,1
45,32,1
49,19,1
43,33,1
34,80,1
88,45,1
0,87,1
20,49,1
28,11,1
56,46,1
93,55,1
47,79,1
28,105,1
96,57,1
25,71,1
8,22,1
4,37,1
46,35,1
67,10,1
67,122,1
6,27,1
92,73,1
38,116,1
83,59,1
83,95,1
37,47,1
45,88,1
98,55,1
16,110,1
54,25,1
71,133,1
69,52,1
42,9,1
94,8,1
56,115,1
46,34,1
37,26,1
14,35,1
56,90,1
55,9,1
29,43,1
23,119,1
68,91,1
44,111,1
18,31,1
0,80,1
75,2,1
47,108,1
79,68,1
19,96,1
75,13,1
53,127,1
85,148,1
34,113,1
58,56,1
39,149,1
28,104,1
82,76,1
18,124,1
57,4,1
48,120,1
90,97,1
39,96,1
50,37,1
7,64,1
86,53,1
25,10,1
87,133,1
57,87,1
82,31,1
27,60,1
97,98,1
35,36,1
11,133,1
37,69,1
4,65,1
20,64,1
85,71,1
28,113,1
26,14,1
2,18,1
68,117,1
45,109,1
25,12,1
66,141,1
2,21,1
4,10,1
58,54,1
33,31,1
68,7,1
57,20,1
68,87,1
75,0,1
41,89,1
30,36,1
83,104,1
28,33,1
59,8,1
5,135,1
0,3,1
32,53,1
65,11,1
65,28,1
18,3,1
38,83,1
52,107,1
8,7,1
67,18,1
52,106,1
34,58,1
49,2,1
23,128,1
94,115,1
69,15,1
88,76,1
58,127,1
60,110,1
29,49,1
71,138,1
9,26,1
67,119,1
92,2,1
82,59,1
33,47,1
45,30,1
1,126,1
60,107,1
18,60,1
66,54,1
22,113,1
3,57,1
55,9,1
56,137,1
99,11,1
64,142,1
65,143,1
55,18,1
1,87,1
46,28,1
39,148,1
86,109,1
65,113,1
41,115,1
47,37,1
6,0,1
68,39,1
88,140,1
19,16,1
90,78,1
23,16,1
46,95,1
96,56,1
5,99,1
26,114,1
64,82,1
89,91,1
0,7,1
61,4,1
21,46,1
85,40,1
20,26,1
27,84,1
92,52,1
92,124,1
32,85,1
51,145,1
91,45,1
45,30,1
94,2,1
90,136,1
4,148,1
36,98,1
82,42,1
35,24,1
39,43,1
88,130,1
31,25,1
17,42,1
43,16,1
90,61,1
86,34,1
22,11,1
93,118,1
99,12,1
93,40,1
27,34,1
88,91,1
92,12,1
22,14,1
71,67,1
51,121,1
71,125,1
30,121,1
78,121,1
88,60,1
9,28,1
29,78,1
95,37,1
40,24,1
79,89,1
69,116,1
4,34,1
5,100,1
26,36,1
80,135,1
77,107,1
9,96,1
92,43,1
20,38,1
57,52,1
51,57,1
91,140,1
12,107,1
45,38,1
45,68,1
97,129,1
1,75,1
79,133,1
0,45,1
29,106,1
93,138,1
63,13,1
69,63,1
46,91,1
89,135,1
92,120,1
38,112,1
51,12,1
73,47,1
91,110,1
18,108,1
59,126,1
68,94,1
74,94,1
80,148,1
36,112,1
0,81,1
73,108,1
4,86,1
73,4,1
9,119,1
12,63,1
79,19,1
23,50,1
9,103,1
58,69,1
37,117,1
92,22,1
78,67,1
21,60,1
26,115,1
31,109,1
79,24,1
11,58,1
84,45,1
64,16,1
33,101,1
0,7,1
69,111,1
63,7,1
83,67,1
63,65,1
21,69,1
28,19,1
41,137,1
39,118,1
59,8,1
44,45,1
2,41,1
23,114,1
33,3,1
86,9,1
17,140,1
39,40,1
97,72,1
24,26,1
62,144,1
68,111,1
2,17,1
94,120,1
37,118,1
90,104,1
11,97,1
71,7,1
82,17,1
90,129,1
4,21,1
11,8,1
58,132,1
80,3,1
96,93,1
15,104,1
14,93,1
87,55,1
65,86,1
90,66,1
97,56,1
23,39,1
56,36,1
92,138,1
12,60,1
11,81,1
27,53,1
95,143,1
40,57,1
90,103,1
92,126,1
25,134,1
18,48,1
23,74,1
63,109,1
89,15,1
49,45,1
59,130,1
63,61,1
7,139,1
16,55,1
76,144,1
65,27,1
29,129,1
85,49,1
82,112,1
84,10,1
32,127,1
79,85,1
17,83,1
86,54,1
25,56,1
78,126,1
14,16,1
49,4,1
60,94,1
60,91,1
99,32,1
4,137,1
78,61,1
59,144,1
59,103,1
83,48,1
6,88,1
56,12,1
13,23,1
58,120,1
24,84,1
74,97,1
95,134,1
37,56,1
48,68,1
49,93,1
49,140,1
60,128,1
56,111,1
87,1,1
75,128,1
14,17,1
95,85,1
18,86,1
27,93,1
17,114,1
40,7,1
70,29,1
98,111,1
64,83,1
8,132,1
92,8,1
52,22,1
47,119,1
61,120,1
7,24,1
16,66,1
23,74,1
5,93,1
26,112,1
73,70,1
93,141,1
38,142,1
73,144,1
1,73,1
64,119,1
25,99,1
68,64,1
22,90,1
55,136,1
35,148,1
29,126,1
8,76,1
54,99,1
38,102,1
50,17,1
60,124,1
36,13,1
89,27,1
33,79,1
61,56,1
10,86,1
3,20,1
62,127,1
73,25,1
50,74,1
99,143,1
32,7,1
56,110,1
48,99,1
22,104,1
99,86,1
84,74,1
56,126,1
2,89,1
26,128,1
8,20,1
91,98,1
57,120,1
73,20,1
6,83,1
64,109,1
12,11,1
46,76,1
58,124,1
74,22,1
56,85,1
42,61,1
16,95,1
21,137,1
70,62,1
0,98,1
22,3,1
68,66,1
9,65,1
79,130,1
39,58,1
97,51,1
4,137,1
4,142,1
31,10,1
15,48,1
55,74,1
55,40,1
52,104,1
54,69,1
59,118,1
44,10,1
66,78,1
81,148,1
34,63,1
32,119,1
14,63,1
84,62,1
54,12,1
78,49,1
27,146,1
70,139,1
9,79,1
35,6,1
49,68,1
21,120,1
62,118,1
67,135,1
49,46,1
14,64,1
28,16,1
20,8,1
39,47,1
32,25,1
69,35,1
1,115,1
80,132,1
55,47,1
82,53,1
32,94,1
59,108,1
56,39,1
35,100,1
18,5,1
93,72,1
56,97,1
58,44,1
98,64,1
62,41,1
50,149,1
51,52,1
60,117,1
32,17,1
97,68,1
75,137,1
76,84,1
28,75,1
30,43,1
12,50,1
14,15,1
83,93,1
97,115,1
67,85,1
73,135,1
62,53,1
23,123,1
42,147,1
54,120,1
54,63,1
59,5,1
93,131,1
39,83,1
23,105,1
91,17,1
46,55,1
43,25,1
91,24,1
71,26,1
11,3,1
48,16,1
84,2,1
31,65,1
14,35,1
25,109,1
67,75,1
84,67,1
33,107,1
11,147,1
27,96,1
26,25,1
29,40,1
96,86,1
65,73,1
85,67,1
56,37,1
86,99,1
74,101,1
48,44,1
68,49,1
2,105,1
37,126,1
72,140,1
84,77,1
43,43,1
63,122,1
78,37,1
32,110,1
37,95,1
17,97,1
37,62,1
43,118,1
68,48,1
97,35,1
16,96,1
18,83,1
39,16,1
42,146,1
61,140,1
86,96,1
37,72,1
12,105,1
11,5,1
86,68,1
88,43,1
1,144,1
55,75,1
74,7,1
19,35,1
56,135,1
42,29,1
3,36,1
31,25,1
67,47,1
56,106,1
91,24,1
46,109,1
42,23,1
79,19,1
71,75,1
14,82,1
97,118,1
35,6,1
8,148,1
7,140,1
3,105,1
2,19,1
15,95,1
77,94,1
84,120,1
49,4,1
44,64,1
18,50,1
8,137,1
2,89,1
18,114,1
20,69,1
44,20,1
69,36,1
84,27,1
54,97,1
71,59,1
64,73,1
10,117,1
33,103,1
12,73,1
62,82,1
81,48,1
57,11,1
41,115,1
27,25,1
65,3,1
33,69,1
6,16,1
12,149,1
65,133,1
34,84,1
66,38,1
91,100,1
55,77,1
15,39,1
49,27,1
67,60,1
12,83,1
14,11,1
5,79,1
1,81,1
29,127,1
11,139,1
33,49,1
94,19,1
66,44,1
48,105,1
0,39,1
70,139,1
73,87,1
51,52,1
89,120,1
45,1,1
65,107,1
66,144,1
44,46,1
38,98,1
74,96,1
3,135,1
43,34,1
70,15,1
66,145,1
73,86,1
62,25,1
13,27,1
23,24,1
7,21,1
86,64,1
59,14,1
53,148,1
5,2,1
84,125,1
74,58,1
6,22,1
42,92,1
78,66,1
21,62,1
86,130,1
2,106,1
62,109,1
38,9,1
56,21,1
61,123,1
62,104,1
98,58,1
41,31,1
59,27,1
5,106,1
65,83,1
90,21,1
70,141,1
76,28,1
48,41,1
55,126,1
38,136,1
96,117,1
58,30,1
30,26,1
97,17,1
92,33,1
72,1,1
3,128,1
9,95,1
75,143,1
55,13,1
12,106,1
34,81,1
12,23,1
89,78,1
44,25,1
57,134,1
99,39,1
37,56,1
48,147,1
33,134,1
84,10,1
2,33,1
63,73,1
33,48,1
77,72,1
57,114,1
25,136,1
41,69,1
37,82,1
45,84,1
63,131,1
32,113,1
35,2,1
3,16,1
67,89,1
14,99,1
23,0,1
73,28,1
95,26,1
77,59,1
57,108,1
22,126,1
82,28,1
80,94,1
79,108,1
53,65,1
43,100,1
72,90,1
29,15,1
82,122,1
45,70,1
42,69,1
15,134,1
55,13,1
78,19,1
89,29,1
75,142,1
31,60,1
74,126,1
2,88,1
27,94,1
84,82,1
97,99,1
62,107,1
12,17,1
50,37,1
61,44,1
11,111,1
49,62,1
84,76,1
34,91,1
73,57,1
38,81,1
5,76,1
70,65,1
62,71,1
53,92,1
13,23,1
12,81,1
29,115,1
82,85,1
74,18,1
78,66,1
25,22,1
72,45,1
3,106,1
22,145,1
36,63,1
86,149,1
99,66,1
32,81,1
40,118,1
53,11,1
24,144,1
98,72,1
88,24,1
99,105,1
16,144,1
48,77,1
97,87,1
90,62,1
62,60,1
16,80,1
49,124,1
61,21,1
54,124,1
11,102,1
82,27,1
35,95,1
41,115,1
34,85,1
44,93,1
38,145,1
85,142,1
65,47,1
51,107,1
73,20,1
75,33,1
79,7,1
41,8,1
54,105,1
96,54,1
46,96,1
46,124,1
45,98,1
12,123,1
28,130,1
59,115,1
22,94,1
72,138,1
19,64,1
11,51,1
44,35,1
70,141,1
66,134,1
3,64,1
23,117,1
15,40,1
50,29,1
54,95,1
65,109,1
77,114,1
42,60,1
91,103,1
80,131,1
71,65,1
93,42,1
9,131,1
43,106,1
91,30,1
23,15,1
68,35,1
44,4,1
58,106,1
66,34,1
58,15,1
6,137,1
12,121,1
18,46,1
82,70,1
29,141,1
7,72,1
59,65,1
60,32,1
93,41,1
97,130,1
44,68,1
32,130,1
10,65,1
2,4,1
40,61,1
32,103,1
66,22,1
7,58,1
34,43,1
83,64,1
94,44,1
85,137,1
76,98,1
43,127,1
48,52,1
99,138,1
7,129,1
44,115,1
72,20,1
77,149,1
96,88,1
80,65,1
60,16,1
46,9,1
54,121,1
46,117,1
18,55,1
60,85,1
57,32,1
43,19,1
82,66,1
15,103,1
6,136,1
4,116,1
60,144,1
86,116,1
44,17,1
50,25,1
87,84,1
58,137,1
24,122,1
30,62,1
51,132,1
43,112,1
33,115,1
52,128,1
79,117,1
69,130,1
7,18,1
75,97,1
23,149,1
35,19,1
57,107,1
12,132,1
24,79,1
77,3,1
49,15,1
31,39,1
31,72,1
90,44,1
85,68,1
54,18,1
37,110,1
46,38,1
16,73,1
8,97,1
15,5,1
30,7,1
95,129,1
23,90,1
91,144,1
1,8,1
56,105,1
13,58,1
54,120,1
37,80,1
5,119,1
47,15,1
45,120,1
70,34,1
56,24,1
89,41,1
85,53,1
79,99,1
98,52,1
79,72,1
50,75,1
51,22,1
31,7,1
25,104,1
50,110,1
24,82,1
99,56,1
30,136,1
66,123,1
54,95,1
85,55,1
1,73,1
59,145,1
51,5,1
85,17,1
90,3,1
52,31,1
60,31,1
4,98,1
38,116,1
24,111,1
67,73,1
84,79,1
17,47,1
19,100,1
38,125,1
17,111,1
44,4,1
37,39,1
60,83,1
8,1,1
25,79,1
83,122,1
76,60,1
51,116,1
31,135,1
89,15,1
53,65,1
78,15,1
17,90,1
14,10,1
47,108,1
89,8,1
83,29,1
90,34,1
98,69,1
73,17,1
46,100,1
93,112,1
18,11,1
75,148,1
50,115,1
76,11,1
59,94,1
90,100,1
22,91,1
59,42,1
51,57,1
95,25,1
98,2,1
40,42,1
87,65,1
59,141,1
89,30,1
92,12,1
27,41,1
79,65,1
15,18,1
85,124,1
40,56,1
84,1,1
47,44,1
34,78,1
16,69,1
2,22,1
17,55,1
3,48,1
83,40,1
87,38,1
9,141,1
67,10,1
13,111,1
27,60,1
33,112,1
70,96,1
89,149,1
13,83,1
52,141,1
58,40,1
90,20,1
8,72,1
22,131,1
88,104,1
16,89,1
69,41,1
43,140,1
67,25,1
95,90,1
48,22,1
25,50,1
20,75,1
24,77,1
40,147,1
30,102,1
20,7,1
80,9,1
48,39,1
36,142,1
48,96,1
70,106,1
43,91,1
20,124,1
66,100,1
90,44,1
72,122,1
15,68,1
53,61,1
7,148,1
61,85,1
24,57,1
49,66,1
60,126,1
94,106,1
84,82,1
91,52,1
95,102,1
11,136,1
20,61,1
45,71,1
35,92,1
7,41,1
70,68,1
60,86,1
67,137,1
41,40,1
87,128,1
55,148,1
99,35,1
94,60,1
6,18,1
58,15,1
62,111,1
23,85,1
30,143,1
75,89,1
87,11,1
40,124,1
94,25,1
35,41,1
14,110,1
74,62,1
32,53,1
78,104,1
17,113,1
99,102,1
73,127,1
98,134,1
4,53,1
89,119,1
21,74,1
45,116,1
21,1,1
51,58,1
75,21,1
41,139,1
34,25,1
75,10,1
75,35,1
22,149,1
1,109,1
65,149,1
48,116,1
81,147,1
69,34,1
34,22,1
89,84,1
59,80,1
9,68,1
92,147,1
86,140,1
30,134,1
20,40,1
43,118,1
78,12,1
21,57,1
79,35,1
28,95,1
46,28,1
37,96,1
65,141,1
34,96,1
82,40,1
64,123,1
2,83,1
86,119,1
77,145,1
82,118,1
70,28,1
84,52,1
91,105,1
17,135,1
92,42,1
11,16,1
75,29,1
95,117,1
48,117,1
69,129,1
94,79,1
97,125,1
86,86,1
17,102,1
84,83,1
83,104,1
14,52,1
50,57,1
57,116,1
46,100,1
39,139,1
28,133,1
91,82,1
41,135,1
75,126,1
8,107,1
43,47,1
32,73,1
45,140,1
79,7,1
56,60,1
53,93,1
46,111,1
12,61,1
31,120,1
77,121,1
15,16,1
4,80,1
4,16,1
92,86,1
3,12,1
0,112,1
36,107,1
88,104,1
84,139,1
63,23,1
33,36,1
28,62,1
41,30,1
73,35,1
70,2,1
86,73,1
23,90,1
99,50,1
61,147,1
31,149,1
17,124,1
34,49,1
62,26,1
89,123,1
9,29,1
83,9,1
81,27,1
63,127,1
80,60,1
94,120,1
22,6,1
49,141,1
18,128,1
0,57,1
39,71,1
86,5,1
63,7,1
5,72,1
63,103,1
58,38,1
21,142,1
37,106,1
60,30,1
61,118,1
84,113,1
96,71,1
53,74,1
23,96,1
28,93,1
59,106,1
50,110,1
3,20,1
72,19,1
45,113,1
93,23,1
85,51,1
88,90,1
51,92,1
82,22,1
70,136,1
92,10,1
1,117,1
34,90,1
73,104,1
73,30,1
70,70,1
72,122,1
56,2,1
50,8,1
66,15,1
67,15,1
88,45,1
85,83,1
25,119,1
83,22,1
65,128,1
33,118,1
20,100,1
57,91,1
81,121,1
32,26,1
89,67,1
8,146,1
53,66,1
94,83,1
93,115,1
13,67,1
31,65,1
29,103,1
61,130,1
21,11,1
23,87,1
48,1,1
58,19,1
43,55,1
68,59,1
99,99,1
65,148,1
75,98,1
29,46,1
58,29,1
34,101,1
55,119,1
43,18,1
99,142,1
99,106,1
24,8,1
37,70,1
6,3,1
34,124,1
46,123,1
40,128,1
28,45,1
69,95,1
35,73,1
86,80,1
44,88,1
99,126,1
80,118,1
94,80,1
88,105,1
22,2,1
60,56,1
91,33,1
34,147,1
77,21,1
26,29,1
54,9,1
66,59,1
60,14,1
53,137,1
96,52,1
57,59,1
18,39,1
39,25,1
66,126,1
32,3,1
23,23,1
20,97,1
85,63,1
26,131,1
88,67,1
68,108,1
49,94,1
21,94,1
6,112,1
15,9,1
45,47,1
44,63,1
83,108,1
92,51,1
82,60,1
79,27,1
1,139,1
49,40,1
69,119,1
16,31,1
76,123,1
8,44,1
84,107,1
45,108,1
52,114,1
44,25,1
87,11,1
50,99,1
87,99,1
44,106,1
35,45,1
46,63,1
90,123,1
58,47,1
66,40,1
67,139,1
41,149,1
71,67,1
97,92,1
45,95,1
31,29,1
36,2,1
1,68,1
26,132,1
67,148,1
59,12,1
81,20,1
55,32,1
84,61,1
26,137,1
72,84,1
3,123,1
63,56,1
68,125,1
72,4,1
11,2,1
58,50,1
68,29,1
20,132,1
66,99,1
52,136,1
74,148,1
41,99,1
6,43,1
93,146,1
2,15,1
47,121,1
92,68,1
62,123,1
94,107,1
90,140,1
9,48,1
17,53,1
98,50,1
61,5,1
19,23,1
63,56,1
57,60,1
60,116,1
29,8,1
99,44,1
92,82,1
34,139,1
54,149,1
95,99,1
3,90,1
81,142,1
94,67,1
30,9,1
41,48,1
17,64,1
54,139,1
82,5,1
97,15,1
26,9,1
70,89,1
24,12,1
61,34,1
25,120,1
79,137,1
25,46,1
44,32,1
42,16,1
45,40,1
38,56,1
16,115,1
0,42,1
57,77,1
25,46,1
18,115,1
38,87,1
34,94,1
21,76,1
16,13,1
68,40,1
30,144,1
82,146,1
27,48,1
71,135,1
71,43,1
74,54,1
24,107,1
95,81,1
2,73,1
18,138,1
91,106,1
75,58,1
97,132,1
98,61,1
56,72,1
76,136,1
64,89,1
28,23,1
1,17,1
42,95,1
27,65,1
46,143,1
52,85,1
44,148,1
35,29,1
78,15,1
67,106,1
76,62,1
24,1,1
20,142,1
42,37,1
47,67,1
75,37,1
69,122,1
2,42,1
31,51,1
76,132,1
38,9,1
47,67,1
20,25,1
14,83,1
0,83,1
66,85,1
38,110,1
10,48,1
74,29,1
74,115,1
77,141,1
15,10,1
36,107,1
95,24,1
16,148,1
7,1,1
81,4,1
87,69,1
97,115,1
77,104,1
14,139,1
75,61,1
92,55,1
57,94,1
75,110,1
12,29,1
18,79,1
2,83,1
8,12,1
70,48,1
60,6,1
73,57,1
10,120,1
83,28,1
36,65,1
55,70,1
64,43,1
55,24,1
27,144,1
18,10,1
67,84,1
79,135,1
39,105,1
95,83,1
51,22,1
11,22,1
82,32,1
96,94,1
70,59,1
50,24,1
73,113,1
94,47,1
64,21,1
99,118,1
13,129,1
78,35,1
14,128,1
80,86,1
78,56,1
81,123,1
88,2,1
67,109,1
38,5,1
28,115,1
4,44,1
23,31,1
97,90,1
66,108,1
88,91,1
80,104,1
20,12,1
68,56,1
3,65,1
1,85,1
70,57,1
32,141,1
89,39,1
88,17,1
80,1,1
36,50,1
64,122,1
58,97,1
74,138,1
58,37,1
95,30,1
87,90,1
84,88,1
25,77,1
80,136,1
36,53,1
36,113,1
36,141,1
60,0,1
82,127,1
91,98,1
50,20,1
65,136,1
76,2,1
86,109,1
69,118,1
62,2,1
22,46,1
49,24,1
38,88,1
59,46,1
45,119,1
81,46,1
71,6,1
8,57,1
52,112,1
52,85,1
10,3,1
45,37,1
45,40,1
78,93,1
13,6,1
42,100,1
20,52,1
29,140,1
24,123,1
66,72,1
94,12,1
93,19,1
68,33,1
41,10,1
72,117,1
34,94,1
91,147,1
88,90,1
89,37,1
92,22,1
94,119,1
59,49,1
56,53,1
38,106,1
94,79,1
54,85,1
88,76,1
3,145,1
13,37,1
62,7,1
44,111,1
7,117,1
41,23,1
88,35,1
59,121,1
27,23,1
8,11,1
2,84,1
44,102,1
86,29,1
65,59,1
69,56,1
49,18,1
93,149,1
37,15,1
81,40,1
42,136,1
11,73,1
83,142,1
85,4,1
84,143,1
90,50,1
47,97,1
68,54,1
36,55,1
56,73,1
93,103,1
43,126,1
77,60,1
87,5,1
71,73,1
45,1,1
55,76,1
49,91,1
92,143,1
26,51,1
28,121,1
57,124,1
49,8,1
52,141,1
25,61,1
37,42,1
57,134,1
11,57,1
15,46,1
44,122,1
61,82,1
71,61,1
93,77,1
28,75,1
5,131,1
91,66,1
80,15,1
2,139,1
37,94,1
64,31,1
80,5,1
6,138,1
25,121,1
73,69,1
43,117,1
76,75,1
77,59,1
1,141,1
1,145,1
78,51,1
2,42,1
5,132,1
42,115,1
44,47,1
84,136,1
12,111,1
16,27,1
26,141,1
77,92,1
72,136,1
73,38,1
84,70,1
73,43,1
28,4,1
63,101,1
29,12,1
2,104,1
94,129,1
83,83,1
10,31,1
93,143,1
98,148,1
3,143,1
17,121,1
85,84,1
20,90,1
91,33,1
35,77,1
23,46,1
60,99,1
70,46,1
25,144,1
4,72,1
14,128,1
22,71,1
77,138,1
91,72,1
63,127,1
36,0,1
0,114,1
89,118,1
66,112,1
55,44,1
69,87,1
51,131,1
2,132,1
37,120,1
43,136,1
76,78,1
50,47,1
75,14,1
35,147,1
20,41,1
65,57,1
47,104,1
98,133,1
99,100,1
12,100,1
23,66,1
68,69,1
16,122,1
22,12,1
5,56,1
2,112,1
1,1,1
51,125,1
12,146,1
65,36,1
11,143,1
96,2,1
53,134,1
83,9,1
0,9,1
37,62,1
68,86,1
81,7,1
68,106,1
53,7,1
97,117,1
19,145,1
55,145,1
42,140,1
96,49,1
11,41,1
54,109,1
67,104,1
10,58,1
42,27,1
55,32,1
67,86,1
57,95,1
98,66,1
15,133,1
14,5,1
7,11,1
14,25,1
97,140,1
11,121,1
49,140,1
33,137,1
45,57,1
85,138,1
96,143,1
13,109,1
8,9,1
21,25,1
39,38,1
70,122,1
16,144,1
42,71,1
43,27,1
35,119,1
51,120,1
1,46,1
22,27,1
12,25,1
95,143,1
67,102,1
83,132,1
55,132,1
66,128,1
23,120,1
10,107,1
65,38,1
86,65,1
62,145,1
15,113,1
83,65,1
2,133,1
58,107,1
85,42,1
16,93,1
47,68,1
16,52,1
39,119,1
4,10,1
81,54,1
4,131,1
38,147,1
66,82,1
10,56,1
18,64,1
44,123,1
5,39,1
73,55,1
31,130,1
11,105,1
70,108,1
49,115,1
68,90,1
16,137,1
29,116,1
88,44,1
58,126,1
33,39,1
55,22,1
92,65,1
49,145,1
50,71,1
76,68,1
91,94,1
56,18,1
83,83,1
90,99,1
29,147,1
43,119,1
52,22,1
70,71,1
13,102,1
44,47,1
19,46,1
92,39,1
51,134,1
26,137,1
49,5,1
56,110,1
97,118,1
63,51,1
39,62,1
26,9,1
70,112,1
1,55,1
1,22,1
59,7,1
87,119,1
75,84,1
3,90,1
68,83,1
33,93,1
51,13,1
3,24,1
89,79,1
10,112,1
81,61,1
94,89,1
98,142,1
30,144,1
48,130,1
76,66,1
2,103,1
85,19,1
62,58,1
96,4,1
24,147,1
22,55,1
54,4,1
38,110,1
74,111,1
68,80,1
34,21,1
68,73,1
96,125,1
72,145,1
46,68,1
49,126,1
36,67,1
2,138,1
97,79,1
55,69,1
21,17,1
19,61,1
10,9,1
24,98,1
32,140,1
10,30,1
98,35,1
32,97,1
36,111,1
98,35,1
3,99,1
36,82,1
23,143,1
1,35,1
16,149,1
73,101,1
81,110,1
86,8,1
38,27,1
11,126,1
33,146,1
14,88,1
77,100,1
70,57,1
96,107,1
62,116,1
48,56,1
85,20,1
40,2,1
8,38,1
0,3,1
39,51,1
11,49,1
29,4,1
62,118,1
30,149,1
64,68,1
9,136,1
58,72,1
73,35,1
41,42,1
55,147,1
58,98,1
56,133,1
21,39,1
23,146,1
24,55,1
64,118,1
1,104,1
29,81,1
76,75,1
19,17,1
23,22,1
15,66,1
1,138,1
38,82,1
18,127,1
87,17,1
94,122,1
83,135,1
87,99,1
64,82,1
43,72,1
89,36,1
8,94,1
33,45,1
6,132,1
81,57,1
91,73,1
70,13,1
86,12,1
60,87,1
98,25,1
54,13,1
76,9,1
8,128,1
47,84,1
40,113,1
96,112,1
31,106,1
28,148,1
11,68,1
86,70,1
46,82,1
91,38,1
